system_name,edsm_status,direction,steps_from_edge,spansh_edge_number,family,subsector,mass_prefix,number
Phrio Hypa AG-D c29-1,not_in_edsm,forward,1,0,Phrio Hypa AG-D,AG-D,c29,1
Phrio Hypa AG-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa AG-E,AG-E,c28,1
Phrio Hypa AG-I b2-1,not_in_edsm,forward,1,0,Phrio Hypa AG-I,AG-I,b2,1
Phrio Hypa AH-B d14-2,not_in_edsm,forward,1,1,Phrio Hypa AH-B,AH-B,d14,2
Phrio Hypa AH-F c14-1,not_in_edsm,forward,1,0,Phrio Hypa AH-F,AH-F,c14,1
Phrio Hypa AH-I b57-1,not_in_edsm,forward,1,0,Phrio Hypa AH-I,AH-I,b57,1
Phrio Hypa AH-J d10-4,not_in_edsm,forward,1,3,Phrio Hypa AH-J,AH-J,d10,4
Phrio Hypa AH-S d5-2,not_in_edsm,forward,1,1,Phrio Hypa AH-S,AH-S,d5,2
Phrio Hypa AH-T d4-1,not_in_edsm,forward,1,0,Phrio Hypa AH-T,AH-T,d4,1
Phrio Hypa AH-W c18-1,not_in_edsm,forward,1,0,Phrio Hypa AH-W,AH-W,c18,1
Phrio Hypa AI-D c28-1,not_in_edsm,forward,1,0,Phrio Hypa AI-D,AI-D,c28,1
Phrio Hypa AI-G b58-1,not_in_edsm,forward,1,0,Phrio Hypa AI-G,AI-G,b58,1
Phrio Hypa AI-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa AI-I,AI-I,c26,1
Phrio Hypa AI-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa AI-L,AI-L,c24,1
Phrio Hypa AI-P b53-1,not_in_edsm,forward,1,0,Phrio Hypa AI-P,AI-P,b53,1
Phrio Hypa AI-Q d6-2,not_in_edsm,forward,1,1,Phrio Hypa AI-Q,AI-Q,d6,2
Phrio Hypa AI-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa AI-U,AI-U,c19,1
Phrio Hypa AJ-I c26-2,not_in_edsm,forward,1,1,Phrio Hypa AJ-I,AJ-I,c26,2
Phrio Hypa AJ-S b10-1,not_in_edsm,forward,1,0,Phrio Hypa AJ-S,AJ-S,b10,1
Phrio Hypa AJ-T c6-1,not_in_edsm,forward,1,0,Phrio Hypa AJ-T,AJ-T,c6,1
Phrio Hypa AK-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa AK-G,AK-G,c27,1
Phrio Hypa AK-P c22-1,not_in_edsm,forward,1,0,Phrio Hypa AK-P,AK-P,c22,1
Phrio Hypa AL-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa AL-E,AL-E,c28,1
Phrio Hypa AL-I c12-1,not_in_edsm,forward,1,0,Phrio Hypa AL-I,AL-I,c12,1
Phrio Hypa AL-U b50-1,not_in_edsm,forward,1,0,Phrio Hypa AL-U,AL-U,b50,1
Phrio Hypa AL-V d3-1,not_in_edsm,forward,1,0,Phrio Hypa AL-V,AL-V,d3,1
Phrio Hypa AL-Z b6-1,not_in_edsm,forward,1,0,Phrio Hypa AL-Z,AL-Z,b6,1
Phrio Hypa AM-B d14-2,not_in_edsm,forward,1,1,Phrio Hypa AM-B,AM-B,d14,2
Phrio Hypa AM-G b3-1,not_in_edsm,forward,1,0,Phrio Hypa AM-G,AM-G,b3,1
Phrio Hypa AM-J d10-5,not_in_edsm,forward,1,4,Phrio Hypa AM-J,AM-J,d10,5
Phrio Hypa AM-K d9-1,not_in_edsm,forward,1,0,Phrio Hypa AM-K,AM-K,d9,1
Phrio Hypa AN-G b3-1,not_in_edsm,forward,1,0,Phrio Hypa AN-G,AN-G,b3,1
Phrio Hypa AN-H d11-3,not_in_edsm,forward,1,2,Phrio Hypa AN-H,AN-H,d11,3
Phrio Hypa AN-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa AN-L,AN-L,c24,1
Phrio Hypa AN-Q d6-2,not_in_edsm,forward,1,1,Phrio Hypa AN-Q,AN-Q,d6,2
Phrio Hypa AN-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa AN-U,AN-U,c19,1
Phrio Hypa AO-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa AO-D,AO-D,c1,1
Phrio Hypa AO-F d12-1,not_in_edsm,forward,1,0,Phrio Hypa AO-F,AO-F,d12,1
Phrio Hypa AO-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa AO-I,AO-I,c26,1
Phrio Hypa AO-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa AO-J,AO-J,c25,1
Phrio Hypa AO-N b54-1,not_in_edsm,forward,1,0,Phrio Hypa AO-N,AO-N,b54,1
Phrio Hypa AP-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa AP-G,AP-G,c27,1
Phrio Hypa AP-R c7-1,not_in_edsm,forward,1,0,Phrio Hypa AP-R,AP-R,c7,1
Phrio Hypa AP-Y d1-1,not_in_edsm,forward,1,0,Phrio Hypa AP-Y,AP-Y,d1,1
Phrio Hypa AQ-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa AQ-E,AQ-E,c28,1
Phrio Hypa AQ-N c23-1,not_in_edsm,forward,1,0,Phrio Hypa AQ-N,AQ-N,c23,1
Phrio Hypa AQ-Q b11-1,not_in_edsm,forward,1,0,Phrio Hypa AQ-Q,AQ-Q,b11,1
Phrio Hypa AQ-R c7-1,not_in_edsm,forward,1,0,Phrio Hypa AQ-R,AQ-R,c7,1
Phrio Hypa AQ-V d3-2,not_in_edsm,forward,1,1,Phrio Hypa AQ-V,AQ-V,d3,2
Phrio Hypa AR-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa AR-C,AR-C,c29,1
Phrio Hypa AR-J b56-1,not_in_edsm,forward,1,0,Phrio Hypa AR-J,AR-J,b56,1
Phrio Hypa AR-K d9-2,not_in_edsm,forward,1,1,Phrio Hypa AR-K,AR-K,d9,2
Phrio Hypa AR-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa AR-U,AR-U,c19,1
Phrio Hypa AR-Y c3-1,not_in_edsm,forward,1,0,Phrio Hypa AR-Y,AR-Y,c3,1
Phrio Hypa AS-E b4-1,not_in_edsm,forward,1,0,Phrio Hypa AS-E,AS-E,b4,1
Phrio Hypa AS-H d11-5,not_in_edsm,forward,1,4,Phrio Hypa AS-H,AS-H,d11,5
Phrio Hypa AS-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa AS-U,AS-U,c19,1
Phrio Hypa AS-W c4-1,not_in_edsm,forward,1,0,Phrio Hypa AS-W,AS-W,c4,1
Phrio Hypa AT-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa AT-D,AT-D,c1,1
Phrio Hypa AT-E b59-1,not_in_edsm,forward,1,0,Phrio Hypa AT-E,AT-E,b59,1
Phrio Hypa AT-F d12-3,not_in_edsm,forward,1,2,Phrio Hypa AT-F,AT-F,d12,3
Phrio Hypa AT-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa AT-J,AT-J,c25,1
Phrio Hypa AT-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa AT-S,AT-S,c20,1
Phrio Hypa AU-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa AU-D,AU-D,c1,1
Phrio Hypa AU-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa AU-G,AU-G,c27,1
Phrio Hypa AU-H c26-1,not_in_edsm,forward,1,0,Phrio Hypa AU-H,AU-H,c26,1
Phrio Hypa AV-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa AV-E,AV-E,c28,1
Phrio Hypa AV-F d11-1,not_in_edsm,forward,1,0,Phrio Hypa AV-F,AV-F,d11,1
Phrio Hypa AV-V d3-3,not_in_edsm,forward,1,2,Phrio Hypa AV-V,AV-V,d3,3
Phrio Hypa AV-W d2-1,not_in_edsm,forward,1,0,Phrio Hypa AV-W,AV-W,d2,1
Phrio Hypa AV-X e1-1,not_in_edsm,forward,1,0,Phrio Hypa AV-X,AV-X,e1,1
Phrio Hypa AW-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa AW-C,AW-C,c29,1
Phrio Hypa AW-C d13-1,not_in_edsm,forward,1,0,Phrio Hypa AW-C,AW-C,d13,1
Phrio Hypa AW-G c13-1,not_in_edsm,forward,1,0,Phrio Hypa AW-G,AW-G,c13,1
Phrio Hypa AW-K d9-3,not_in_edsm,forward,1,2,Phrio Hypa AW-K,AW-K,d9,3
Phrio Hypa AW-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa AW-L,AW-L,c24,1
Phrio Hypa AW-P c8-1,not_in_edsm,forward,1,0,Phrio Hypa AW-P,AW-P,c8,1
Phrio Hypa AW-S b51-1,not_in_edsm,forward,1,0,Phrio Hypa AW-S,AW-S,b51,1
Phrio Hypa AW-T d4-2,not_in_edsm,forward,1,1,Phrio Hypa AW-T,AW-T,d4,2
Phrio Hypa AX-I d10-1,not_in_edsm,forward,1,0,Phrio Hypa AX-I,AX-I,d10,1
Phrio Hypa AX-R d5-1,not_in_edsm,forward,1,0,Phrio Hypa AX-R,AX-R,d5,1
Phrio Hypa AX-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa AX-U,AX-U,c19,1
Phrio Hypa AX-W c4-1,not_in_edsm,forward,1,0,Phrio Hypa AX-W,AX-W,c4,1
Phrio Hypa AY-C b5-1,not_in_edsm,forward,1,0,Phrio Hypa AY-C,AY-C,b5,1
Phrio Hypa AY-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa AY-D,AY-D,c1,1
Phrio Hypa AY-F d12-3,not_in_edsm,forward,1,2,Phrio Hypa AY-F,AY-F,d12,3
Phrio Hypa AY-J c25-2,not_in_edsm,forward,1,1,Phrio Hypa AY-J,AY-J,c25,2
Phrio Hypa AY-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa AY-S,AY-S,c20,1
Phrio Hypa AZ-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa AZ-D,AZ-D,c1,1
Phrio Hypa AZ-H c26-1,not_in_edsm,forward,1,0,Phrio Hypa AZ-H,AZ-H,c26,1
Phrio Hypa AZ-Q c21-1,not_in_edsm,forward,1,0,Phrio Hypa AZ-Q,AZ-Q,c21,1
Phrio Hypa BA-F c28-1,not_in_edsm,forward,1,0,Phrio Hypa BA-F,BA-F,c28,1
Phrio Hypa BA-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa BA-G,BA-G,c27,1
Phrio Hypa BB-D c29-1,not_in_edsm,forward,1,0,Phrio Hypa BB-D,BB-D,c29,1
Phrio Hypa BB-H c13-1,not_in_edsm,forward,1,0,Phrio Hypa BB-H,BB-H,c13,1
Phrio Hypa BB-L d9-6,not_in_edsm,forward,1,5,Phrio Hypa BB-L,BB-L,d9,6
Phrio Hypa BB-U d4-3,not_in_edsm,forward,1,2,Phrio Hypa BB-U,BB-U,d4,3
Phrio Hypa BB-W e2-1,not_in_edsm,forward,1,0,Phrio Hypa BB-W,BB-W,e2,1
Phrio Hypa BC-B d1-2,not_in_edsm,forward,1,1,Phrio Hypa BC-B,BC-B,d1,2
Phrio Hypa BC-K c25-1,not_in_edsm,forward,1,0,Phrio Hypa BC-K,BC-K,c25,1
Phrio Hypa BC-S d5-1,not_in_edsm,forward,1,0,Phrio Hypa BC-S,BC-S,d5,1
Phrio Hypa BC-W c18-1,not_in_edsm,forward,1,0,Phrio Hypa BC-W,BC-W,c18,1
Phrio Hypa BD-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa BD-C,BD-C,c29,1
Phrio Hypa BD-K c25-2,not_in_edsm,forward,1,1,Phrio Hypa BD-K,BD-K,c25,2
Phrio Hypa BD-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa BD-L,BD-L,c24,1
Phrio Hypa BD-T c20-1,not_in_edsm,forward,1,0,Phrio Hypa BD-T,BD-T,c20,1
Phrio Hypa BD-V c5-1,not_in_edsm,forward,1,0,Phrio Hypa BD-V,BD-V,c5,1
Phrio Hypa BE-C c2-1,not_in_edsm,forward,1,0,Phrio Hypa BE-C,BE-C,c2,1
Phrio Hypa BE-E d13-3,not_in_edsm,forward,1,2,Phrio Hypa BE-E,BE-E,d13,3
Phrio Hypa BE-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa BE-I,BE-I,c26,1
Phrio Hypa BE-R c21-1,not_in_edsm,forward,1,0,Phrio Hypa BE-R,BE-R,c21,1
Phrio Hypa BF-B b6-1,not_in_edsm,forward,1,0,Phrio Hypa BF-B,BF-B,b6,1
Phrio Hypa BF-C c2-1,not_in_edsm,forward,1,0,Phrio Hypa BF-C,BF-C,c2,1
Phrio Hypa BF-F b45-1,not_in_edsm,forward,1,0,Phrio Hypa BF-F,BF-F,b45,1
Phrio Hypa BF-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa BF-G,BF-G,c27,1
Phrio Hypa BF-P d6-1,not_in_edsm,forward,1,0,Phrio Hypa BF-P,BF-P,d6,1
Phrio Hypa BF-T c6-1,not_in_edsm,forward,1,0,Phrio Hypa BF-T,BF-T,c6,1
Phrio Hypa BF-X d2-1,not_in_edsm,forward,1,0,Phrio Hypa BF-X,BF-X,d2,1
Phrio Hypa BG-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa BG-E,BG-E,c28,1
Phrio Hypa BG-I b2-1,not_in_edsm,forward,1,0,Phrio Hypa BG-I,BG-I,b2,1
Phrio Hypa BG-V d3-1,not_in_edsm,forward,1,0,Phrio Hypa BG-V,BG-V,d3,1
Phrio Hypa BH-F c14-1,not_in_edsm,forward,1,0,Phrio Hypa BH-F,BH-F,c14,1
Phrio Hypa BH-I b57-1,not_in_edsm,forward,1,0,Phrio Hypa BH-I,BH-I,b57,1
Phrio Hypa BH-J d10-5,not_in_edsm,forward,1,4,Phrio Hypa BH-J,BH-J,d10,5
Phrio Hypa BH-S d5-2,not_in_edsm,forward,1,1,Phrio Hypa BH-S,BH-S,d5,2
Phrio Hypa BH-T d4-1,not_in_edsm,forward,1,0,Phrio Hypa BH-T,BH-T,d4,1
Phrio Hypa BH-W c18-1,not_in_edsm,forward,1,0,Phrio Hypa BH-W,BH-W,c18,1
Phrio Hypa BI-D c28-1,not_in_edsm,forward,1,0,Phrio Hypa BI-D,BI-D,c28,1
Phrio Hypa BI-G b58-1,not_in_edsm,forward,1,0,Phrio Hypa BI-G,BI-G,b58,1
Phrio Hypa BI-H d11-2,not_in_edsm,forward,1,1,Phrio Hypa BI-H,BI-H,d11,2
Phrio Hypa BI-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa BI-I,BI-I,c26,1
Phrio Hypa BI-Q d6-2,not_in_edsm,forward,1,1,Phrio Hypa BI-Q,BI-Q,d6,2
Phrio Hypa BI-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa BI-U,BI-U,c19,1
Phrio Hypa BJ-I c26-2,not_in_edsm,forward,1,1,Phrio Hypa BJ-I,BJ-I,c26,2
Phrio Hypa BJ-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa BJ-J,BJ-J,c25,1
Phrio Hypa BJ-R c21-1,not_in_edsm,forward,1,0,Phrio Hypa BJ-R,BJ-R,c21,1
Phrio Hypa BJ-S b10-1,not_in_edsm,forward,1,0,Phrio Hypa BJ-S,BJ-S,b10,1
Phrio Hypa BJ-T c6-1,not_in_edsm,forward,1,0,Phrio Hypa BJ-T,BJ-T,c6,1
Phrio Hypa BK-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa BK-G,BK-G,c27,1
Phrio Hypa BK-P c22-1,not_in_edsm,forward,1,0,Phrio Hypa BK-P,BK-P,c22,1
Phrio Hypa BL-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa BL-E,BL-E,c28,1
Phrio Hypa BL-I c12-1,not_in_edsm,forward,1,0,Phrio Hypa BL-I,BL-I,c12,1
Phrio Hypa BL-M d8-2,not_in_edsm,forward,1,1,Phrio Hypa BL-M,BL-M,d8,2
Phrio Hypa BL-O e6-1,not_in_edsm,forward,1,0,Phrio Hypa BL-O,BL-O,e6,1
Phrio Hypa BL-V d3-2,not_in_edsm,forward,1,1,Phrio Hypa BL-V,BL-V,d3,2
Phrio Hypa BL-Z b6-1,not_in_edsm,forward,1,0,Phrio Hypa BL-Z,BL-Z,b6,1
Phrio Hypa BM-B d14-3,not_in_edsm,forward,1,2,Phrio Hypa BM-B,BM-B,d14,3
Phrio Hypa BM-C d13-1,not_in_edsm,forward,1,0,Phrio Hypa BM-C,BM-C,d13,1
Phrio Hypa BM-G b3-1,not_in_edsm,forward,1,0,Phrio Hypa BM-G,BM-G,b3,1
Phrio Hypa BM-J d10-6,not_in_edsm,forward,1,5,Phrio Hypa BM-J,BM-J,d10,6
Phrio Hypa BM-T d4-1,not_in_edsm,forward,1,0,Phrio Hypa BM-T,BM-T,d4,1
Phrio Hypa BN-D c15-1,not_in_edsm,forward,1,0,Phrio Hypa BN-D,BN-D,c15,1
Phrio Hypa BN-H d11-4,not_in_edsm,forward,1,3,Phrio Hypa BN-H,BN-H,d11,4
Phrio Hypa BN-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa BN-L,BN-L,c24,1
Phrio Hypa BN-Q d6-2,not_in_edsm,forward,1,1,Phrio Hypa BN-Q,BN-Q,d6,2
Phrio Hypa BN-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa BN-U,BN-U,c19,1
Phrio Hypa BO-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa BO-I,BO-I,c26,1
Phrio Hypa BO-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa BO-J,BO-J,c25,1
Phrio Hypa BO-N b54-1,not_in_edsm,forward,1,0,Phrio Hypa BO-N,BO-N,b54,1
Phrio Hypa BP-G c27-2,not_in_edsm,forward,1,1,Phrio Hypa BP-G,BP-G,c27,2
Phrio Hypa BP-R c7-1,not_in_edsm,forward,1,0,Phrio Hypa BP-R,BP-R,c7,1
Phrio Hypa BP-Y d1-1,not_in_edsm,forward,1,0,Phrio Hypa BP-Y,BP-Y,d1,1
Phrio Hypa BQ-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa BQ-E,BQ-E,c28,1
Phrio Hypa BQ-N c23-1,not_in_edsm,forward,1,0,Phrio Hypa BQ-N,BQ-N,c23,1
Phrio Hypa BQ-N d7-1,not_in_edsm,forward,1,0,Phrio Hypa BQ-N,BQ-N,d7,1
Phrio Hypa BQ-Q b11-1,not_in_edsm,forward,1,0,Phrio Hypa BQ-Q,BQ-Q,b11,1
Phrio Hypa BQ-R c7-1,not_in_edsm,forward,1,0,Phrio Hypa BQ-R,BQ-R,c7,1
Phrio Hypa BQ-V d3-2,not_in_edsm,forward,1,1,Phrio Hypa BQ-V,BQ-V,d3,2
Phrio Hypa BQ-X e1-1,not_in_edsm,forward,1,0,Phrio Hypa BQ-X,BQ-X,e1,1
Phrio Hypa BR-B d14-1,not_in_edsm,forward,1,0,Phrio Hypa BR-B,BR-B,d14,1
Phrio Hypa BR-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa BR-C,BR-C,c29,1
Phrio Hypa BR-J b56-1,not_in_edsm,forward,1,0,Phrio Hypa BR-J,BR-J,b56,1
Phrio Hypa BR-T d4-1,not_in_edsm,forward,1,0,Phrio Hypa BR-T,BR-T,d4,1
Phrio Hypa BR-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa BR-U,BR-U,c19,1
Phrio Hypa BR-X c17-1,not_in_edsm,forward,1,0,Phrio Hypa BR-X,BR-X,c17,1
Phrio Hypa BR-Y c3-1,not_in_edsm,forward,1,0,Phrio Hypa BR-Y,BR-Y,c3,1
Phrio Hypa BS-E b4-1,not_in_edsm,forward,1,0,Phrio Hypa BS-E,BS-E,b4,1
Phrio Hypa BS-H d11-4,not_in_edsm,forward,1,3,Phrio Hypa BS-H,BS-H,d11,4
Phrio Hypa BS-I d10-1,not_in_edsm,forward,1,0,Phrio Hypa BS-I,BS-I,d10,1
Phrio Hypa BS-M c23-1,not_in_edsm,forward,1,0,Phrio Hypa BS-M,BS-M,c23,1
Phrio Hypa BS-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa BS-U,BS-U,c19,1
Phrio Hypa BT-B c29-1,not_in_edsm,forward,1,0,Phrio Hypa BT-B,BT-B,c29,1
Phrio Hypa BT-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa BT-D,BT-D,c1,1
Phrio Hypa BT-E b4-1,not_in_edsm,forward,1,0,Phrio Hypa BT-E,BT-E,b4,1
Phrio Hypa BT-E b59-1,not_in_edsm,forward,1,0,Phrio Hypa BT-E,BT-E,b59,1
Phrio Hypa BT-F d12-4,not_in_edsm,forward,1,3,Phrio Hypa BT-F,BT-F,d12,4
Phrio Hypa BT-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa BT-J,BT-J,c25,1
Phrio Hypa BT-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa BT-S,BT-S,c20,1
Phrio Hypa BU-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa BU-D,BU-D,c1,1
Phrio Hypa BU-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa BU-G,BU-G,c27,1
Phrio Hypa BU-H c26-1,not_in_edsm,forward,1,0,Phrio Hypa BU-H,BU-H,c26,1
Phrio Hypa BV-E c28-2,not_in_edsm,forward,1,1,Phrio Hypa BV-E,BV-E,c28,2
Phrio Hypa BV-F d11-1,not_in_edsm,forward,1,0,Phrio Hypa BV-F,BV-F,d11,1
Phrio Hypa BV-V d3-3,not_in_edsm,forward,1,2,Phrio Hypa BV-V,BV-V,d3,3
Phrio Hypa BV-W d2-1,not_in_edsm,forward,1,0,Phrio Hypa BV-W,BV-W,d2,1
Phrio Hypa BV-X e1-1,not_in_edsm,forward,1,0,Phrio Hypa BV-X,BV-X,e1,1
Phrio Hypa BW-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa BW-C,BW-C,c29,1
Phrio Hypa BW-C d13-1,not_in_edsm,forward,1,0,Phrio Hypa BW-C,BW-C,d13,1
Phrio Hypa BW-G c13-1,not_in_edsm,forward,1,0,Phrio Hypa BW-G,BW-G,c13,1
Phrio Hypa BW-K d9-2,not_in_edsm,forward,1,1,Phrio Hypa BW-K,BW-K,d9,2
Phrio Hypa BW-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa BW-L,BW-L,c24,1
Phrio Hypa BW-P c8-1,not_in_edsm,forward,1,0,Phrio Hypa BW-P,BW-P,c8,1
Phrio Hypa BW-S b51-1,not_in_edsm,forward,1,0,Phrio Hypa BW-S,BW-S,b51,1
Phrio Hypa BW-T d4-2,not_in_edsm,forward,1,1,Phrio Hypa BW-T,BW-T,d4,2
Phrio Hypa BW-U d3-1,not_in_edsm,forward,1,0,Phrio Hypa BW-U,BW-U,d3,1
Phrio Hypa BX-M c23-1,not_in_edsm,forward,1,0,Phrio Hypa BX-M,BX-M,c23,1
Phrio Hypa BX-R d5-1,not_in_edsm,forward,1,0,Phrio Hypa BX-R,BX-R,d5,1
Phrio Hypa BX-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa BX-U,BX-U,c19,1
Phrio Hypa BX-W c4-1,not_in_edsm,forward,1,0,Phrio Hypa BX-W,BX-W,c4,1
Phrio Hypa BY-C b5-1,not_in_edsm,forward,1,0,Phrio Hypa BY-C,BY-C,b5,1
Phrio Hypa BY-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa BY-D,BY-D,c1,1
Phrio Hypa BY-F d12-4,not_in_edsm,forward,1,3,Phrio Hypa BY-F,BY-F,d12,4
Phrio Hypa BY-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa BY-S,BY-S,c20,1
Phrio Hypa BZ-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa BZ-D,BZ-D,c1,1
