system_name,edsm_status,direction,steps_from_edge,spansh_edge_number,family,subsector,mass_prefix,number
Phoi Aescs AD-Y c28-1,not_in_edsm,forward,1,0,Phoi Aescs AD-Y,AD-Y,c28,1
Phoi Aescs AD-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs AD-Z,AD-Z,c27,1
Phoi Aescs AE-G c24-1,not_in_edsm,forward,1,0,Phoi Aescs AE-G,AE-G,c24,1
Phoi Aescs AE-K c8-1,not_in_edsm,forward,1,0,Phoi Aescs AE-K,AE-K,c8,1
Phoi Aescs AE-R c18-1,not_in_edsm,forward,1,0,Phoi Aescs AE-R,AE-R,c18,1
Phoi Aescs AE-T c3-1,not_in_edsm,forward,1,0,Phoi Aescs AE-T,AE-T,c3,1
Phoi Aescs AE-T d3-2,not_in_edsm,forward,1,1,Phoi Aescs AE-T,AE-T,d3,2
Phoi Aescs AF-G c24-2,not_in_edsm,forward,1,1,Phoi Aescs AF-G,AF-G,c24,2
Phoi Aescs AF-H d10-3,not_in_edsm,forward,1,2,Phoi Aescs AF-H,AF-H,d10,3
Phoi Aescs AF-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs AF-P,AF-P,c19,1
Phoi Aescs AF-R c4-1,not_in_edsm,forward,1,0,Phoi Aescs AF-R,AF-R,c4,1
Phoi Aescs AF-R d4-3,not_in_edsm,forward,1,2,Phoi Aescs AF-R,AF-R,d4,3
Phoi Aescs AF-R e4-2,not_in_edsm,forward,1,1,Phoi Aescs AF-R,AF-R,e4,2
Phoi Aescs AF-T b58-1,not_in_edsm,forward,1,0,Phoi Aescs AF-T,AF-T,b58,1
Phoi Aescs AG-D c26-1,not_in_edsm,forward,1,0,Phoi Aescs AG-D,AG-D,c26,1
Phoi Aescs AG-F d11-3,not_in_edsm,forward,1,2,Phoi Aescs AG-F,AG-F,d11,3
Phoi Aescs AG-N c20-1,not_in_edsm,forward,1,0,Phoi Aescs AG-N,AG-N,c20,1
Phoi Aescs AG-O d6-1,not_in_edsm,forward,1,0,Phoi Aescs AG-O,AG-O,d6,1
Phoi Aescs AH-B c27-1,not_in_edsm,forward,1,0,Phoi Aescs AH-B,AH-B,c27,1
Phoi Aescs AH-C d13-1,not_in_edsm,forward,1,0,Phoi Aescs AH-C,AH-C,d13,1
Phoi Aescs AH-D d12-2,not_in_edsm,forward,1,1,Phoi Aescs AH-D,AH-D,d12,2
Phoi Aescs AI-A d14-1,not_in_edsm,forward,1,0,Phoi Aescs AI-A,AI-A,d14,1
Phoi Aescs AI-D c12-1,not_in_edsm,forward,1,0,Phoi Aescs AI-D,AI-D,c12,1
Phoi Aescs AI-Y c28-1,not_in_edsm,forward,1,0,Phoi Aescs AI-Y,AI-Y,c28,1
Phoi Aescs AI-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs AI-Z,AI-Z,c27,1
Phoi Aescs AJ-B c13-1,not_in_edsm,forward,1,0,Phoi Aescs AJ-B,AJ-B,c13,1
Phoi Aescs AJ-G c24-1,not_in_edsm,forward,1,0,Phoi Aescs AJ-G,AJ-G,c24,1
Phoi Aescs AJ-R c18-1,not_in_edsm,forward,1,0,Phoi Aescs AJ-R,AJ-R,c18,1
Phoi Aescs AJ-T d3-2,not_in_edsm,forward,1,1,Phoi Aescs AJ-T,AJ-T,d3,2
Phoi Aescs AJ-X c28-1,not_in_edsm,forward,1,0,Phoi Aescs AJ-X,AJ-X,c28,1
Phoi Aescs AK-G c24-1,not_in_edsm,forward,1,0,Phoi Aescs AK-G,AK-G,c24,1
Phoi Aescs AK-I c9-1,not_in_edsm,forward,1,0,Phoi Aescs AK-I,AK-I,c9,1
Phoi Aescs AK-I d9-5,not_in_edsm,forward,1,4,Phoi Aescs AK-I,AK-I,d9,5
Phoi Aescs AK-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs AK-P,AK-P,c19,1
Phoi Aescs AK-Q d5-1,not_in_edsm,forward,1,0,Phoi Aescs AK-Q,AK-Q,d5,1
Phoi Aescs AK-R c4-1,not_in_edsm,forward,1,0,Phoi Aescs AK-R,AK-R,c4,1
Phoi Aescs AK-R d4-2,not_in_edsm,forward,1,1,Phoi Aescs AK-R,AK-R,d4,2
Phoi Aescs AL-C c27-1,not_in_edsm,forward,1,0,Phoi Aescs AL-C,AL-C,c27,1
Phoi Aescs AL-E c25-2,not_in_edsm,forward,1,1,Phoi Aescs AL-E,AL-E,c25,2
Phoi Aescs AL-F d11-2,not_in_edsm,forward,1,1,Phoi Aescs AL-F,AL-F,d11,2
Phoi Aescs AL-P c5-1,not_in_edsm,forward,1,0,Phoi Aescs AL-P,AL-P,c5,1
Phoi Aescs AL-P d5-2,not_in_edsm,forward,1,1,Phoi Aescs AL-P,AL-P,d5,2
Phoi Aescs AL-P e5-1,not_in_edsm,forward,1,0,Phoi Aescs AL-P,AL-P,e5,1
Phoi Aescs AM-A c28-1,not_in_edsm,forward,1,0,Phoi Aescs AM-A,AM-A,c28,1
Phoi Aescs AM-B c27-1,not_in_edsm,forward,1,0,Phoi Aescs AM-B,AM-B,c27,1
Phoi Aescs AM-D d12-2,not_in_edsm,forward,1,1,Phoi Aescs AM-D,AM-D,d12,2
Phoi Aescs AM-M d7-1,not_in_edsm,forward,1,0,Phoi Aescs AM-M,AM-M,d7,1
Phoi Aescs AM-P c5-1,not_in_edsm,forward,1,0,Phoi Aescs AM-P,AM-P,c5,1
Phoi Aescs AN-A d14-1,not_in_edsm,forward,1,0,Phoi Aescs AN-A,AN-A,d14,1
Phoi Aescs AN-D c12-1,not_in_edsm,forward,1,0,Phoi Aescs AN-D,AN-D,c12,1
Phoi Aescs AN-S c17-1,not_in_edsm,forward,1,0,Phoi Aescs AN-S,AN-S,c17,1
Phoi Aescs AN-W c1-1,not_in_edsm,forward,1,0,Phoi Aescs AN-W,AN-W,c1,1
Phoi Aescs AN-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs AN-Z,AN-Z,c27,1
Phoi Aescs AO-S c17-1,not_in_edsm,forward,1,0,Phoi Aescs AO-S,AO-S,c17,1
Phoi Aescs AO-X c28-1,not_in_edsm,forward,1,0,Phoi Aescs AO-X,AO-X,c28,1
Phoi Aescs AP-D b53-1,not_in_edsm,forward,1,0,Phoi Aescs AP-D,AP-D,b53,1
Phoi Aescs AP-G c24-1,not_in_edsm,forward,1,0,Phoi Aescs AP-G,AP-G,c24,1
Phoi Aescs AP-I d9-5,not_in_edsm,forward,1,4,Phoi Aescs AP-I,AP-I,d9,5
Phoi Aescs AP-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs AP-P,AP-P,c19,1
Phoi Aescs AQ-D c26-1,not_in_edsm,forward,1,0,Phoi Aescs AQ-D,AQ-D,c26,1
Phoi Aescs AQ-E c25-1,not_in_edsm,forward,1,0,Phoi Aescs AQ-E,AQ-E,c25,1
Phoi Aescs AQ-F d11-2,not_in_edsm,forward,1,1,Phoi Aescs AQ-F,AQ-F,d11,2
Phoi Aescs AQ-G d10-4,not_in_edsm,forward,1,3,Phoi Aescs AQ-G,AQ-G,d10,4
Phoi Aescs AQ-P c5-1,not_in_edsm,forward,1,0,Phoi Aescs AQ-P,AQ-P,c5,1
Phoi Aescs AQ-P d5-1,not_in_edsm,forward,1,0,Phoi Aescs AQ-P,AQ-P,d5,1
Phoi Aescs AQ-P e5-1,not_in_edsm,forward,1,0,Phoi Aescs AQ-P,AQ-P,e5,1
Phoi Aescs AR-B c27-1,not_in_edsm,forward,1,0,Phoi Aescs AR-B,AR-B,c27,1
Phoi Aescs AR-C c26-1,not_in_edsm,forward,1,0,Phoi Aescs AR-C,AR-C,c26,1
Phoi Aescs AR-D d12-2,not_in_edsm,forward,1,1,Phoi Aescs AR-D,AR-D,d12,2
Phoi Aescs AR-M d7-1,not_in_edsm,forward,1,0,Phoi Aescs AR-M,AR-M,d7,1
Phoi Aescs AR-P c5-1,not_in_edsm,forward,1,0,Phoi Aescs AR-P,AR-P,c5,1
Phoi Aescs AS-B d13-2,not_in_edsm,forward,1,1,Phoi Aescs AS-B,AS-B,d13,2
Phoi Aescs AS-J c22-1,not_in_edsm,forward,1,0,Phoi Aescs AS-J,AS-J,c22,1
Phoi Aescs AS-N c6-1,not_in_edsm,forward,1,0,Phoi Aescs AS-N,AS-N,c6,1
Phoi Aescs AS-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs AS-Z,AS-Z,c27,1
Phoi Aescs AT-S c17-1,not_in_edsm,forward,1,0,Phoi Aescs AT-S,AT-S,c17,1
Phoi Aescs AT-U c2-1,not_in_edsm,forward,1,0,Phoi Aescs AT-U,AT-U,c2,1
Phoi Aescs AT-U d2-3,not_in_edsm,forward,1,2,Phoi Aescs AT-U,AT-U,d2,3
Phoi Aescs AT-X c28-1,not_in_edsm,forward,1,0,Phoi Aescs AT-X,AT-X,c28,1
Phoi Aescs AU-D b53-1,not_in_edsm,forward,1,0,Phoi Aescs AU-D,AU-D,b53,1
Phoi Aescs AU-Q c18-1,not_in_edsm,forward,1,0,Phoi Aescs AU-Q,AU-Q,c18,1
Phoi Aescs AU-R d4-1,not_in_edsm,forward,1,0,Phoi Aescs AU-R,AU-R,d4,1
Phoi Aescs AV-D c26-1,not_in_edsm,forward,1,0,Phoi Aescs AV-D,AV-D,c26,1
Phoi Aescs AV-E c25-1,not_in_edsm,forward,1,0,Phoi Aescs AV-E,AV-E,c25,1
Phoi Aescs AV-F d11-2,not_in_edsm,forward,1,1,Phoi Aescs AV-F,AV-F,d11,2
Phoi Aescs AV-G d10-4,not_in_edsm,forward,1,3,Phoi Aescs AV-G,AV-G,d10,4
Phoi Aescs AV-P d5-1,not_in_edsm,forward,1,0,Phoi Aescs AV-P,AV-P,d5,1
Phoi Aescs AV-P e5-1,not_in_edsm,forward,1,0,Phoi Aescs AV-P,AV-P,e5,1
Phoi Aescs AW-B c27-1,not_in_edsm,forward,1,0,Phoi Aescs AW-B,AW-B,c27,1
Phoi Aescs AW-C c26-1,not_in_edsm,forward,1,0,Phoi Aescs AW-C,AW-C,c26,1
Phoi Aescs AW-D d12-1,not_in_edsm,forward,1,0,Phoi Aescs AW-D,AW-D,d12,1
Phoi Aescs AW-E c11-1,not_in_edsm,forward,1,0,Phoi Aescs AW-E,AW-E,c11,1
Phoi Aescs AW-E d11-3,not_in_edsm,forward,1,2,Phoi Aescs AW-E,AW-E,d11,3
Phoi Aescs AW-N c6-1,not_in_edsm,forward,1,0,Phoi Aescs AW-N,AW-N,c6,1
Phoi Aescs AW-N d6-1,not_in_edsm,forward,1,0,Phoi Aescs AW-N,AW-N,d6,1
Phoi Aescs AW-N e6-1,not_in_edsm,forward,1,0,Phoi Aescs AW-N,AW-N,e6,1
Phoi Aescs AX-A c27-1,not_in_edsm,forward,1,0,Phoi Aescs AX-A,AX-A,c27,1
Phoi Aescs AX-B d13-1,not_in_edsm,forward,1,0,Phoi Aescs AX-B,AX-B,d13,1
Phoi Aescs AX-E c11-1,not_in_edsm,forward,1,0,Phoi Aescs AX-E,AX-E,c11,1
Phoi Aescs AX-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs AX-Z,AX-Z,c27,1
Phoi Aescs AY-H c23-1,not_in_edsm,forward,1,0,Phoi Aescs AY-H,AY-H,c23,1
Phoi Aescs AY-P b46-1,not_in_edsm,forward,1,0,Phoi Aescs AY-P,AY-P,b46,1
Phoi Aescs AY-X c28-1,not_in_edsm,forward,1,0,Phoi Aescs AY-X,AY-X,c28,1
Phoi Aescs AZ-H c23-2,not_in_edsm,forward,1,1,Phoi Aescs AZ-H,AZ-H,c23,2
Phoi Aescs AZ-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs AZ-P,AZ-P,c19,1
Phoi Aescs AZ-Q c18-1,not_in_edsm,forward,1,0,Phoi Aescs AZ-Q,AZ-Q,c18,1
Phoi Aescs AZ-R d4-1,not_in_edsm,forward,1,0,Phoi Aescs AZ-R,AZ-R,d4,1
Phoi Aescs AZ-S c3-1,not_in_edsm,forward,1,0,Phoi Aescs AZ-S,AZ-S,c3,1
Phoi Aescs AZ-S d3-3,not_in_edsm,forward,1,2,Phoi Aescs AZ-S,AZ-S,d3,3
Phoi Aescs BA-F c25-1,not_in_edsm,forward,1,0,Phoi Aescs BA-F,BA-F,c25,1
Phoi Aescs BA-H d10-3,not_in_edsm,forward,1,2,Phoi Aescs BA-H,BA-H,d10,3
Phoi Aescs BA-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs BA-P,BA-P,c19,1
Phoi Aescs BA-Q d5-1,not_in_edsm,forward,1,0,Phoi Aescs BA-Q,BA-Q,d5,1
Phoi Aescs BA-T b58-1,not_in_edsm,forward,1,0,Phoi Aescs BA-T,BA-T,b58,1
Phoi Aescs BB-C c27-1,not_in_edsm,forward,1,0,Phoi Aescs BB-C,BB-C,c27,1
Phoi Aescs BB-D c26-1,not_in_edsm,forward,1,0,Phoi Aescs BB-D,BB-D,c26,1
Phoi Aescs BB-E d12-2,not_in_edsm,forward,1,1,Phoi Aescs BB-E,BB-E,d12,2
Phoi Aescs BB-F d11-3,not_in_edsm,forward,1,2,Phoi Aescs BB-F,BB-F,d11,3
Phoi Aescs BB-O d6-1,not_in_edsm,forward,1,0,Phoi Aescs BB-O,BB-O,d6,1
Phoi Aescs BB-O e6-1,not_in_edsm,forward,1,0,Phoi Aescs BB-O,BB-O,e6,1
Phoi Aescs BC-A c28-1,not_in_edsm,forward,1,0,Phoi Aescs BC-A,BC-A,c28,1
Phoi Aescs BC-B c27-1,not_in_edsm,forward,1,0,Phoi Aescs BC-B,BC-B,c27,1
Phoi Aescs BC-C d13-2,not_in_edsm,forward,1,1,Phoi Aescs BC-C,BC-C,d13,2
Phoi Aescs BC-D c12-1,not_in_edsm,forward,1,0,Phoi Aescs BC-D,BC-D,c12,1
Phoi Aescs BC-D d12-4,not_in_edsm,forward,1,3,Phoi Aescs BC-D,BC-D,d12,4
Phoi Aescs BD-D c12-1,not_in_edsm,forward,1,0,Phoi Aescs BD-D,BD-D,c12,1
Phoi Aescs BD-I c23-1,not_in_edsm,forward,1,0,Phoi Aescs BD-I,BD-I,c23,1
Phoi Aescs BD-Y c28-1,not_in_edsm,forward,1,0,Phoi Aescs BD-Y,BD-Y,c28,1
Phoi Aescs BD-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs BD-Z,BD-Z,c27,1
Phoi Aescs BE-G c24-1,not_in_edsm,forward,1,0,Phoi Aescs BE-G,BE-G,c24,1
Phoi Aescs BE-K c8-1,not_in_edsm,forward,1,0,Phoi Aescs BE-K,BE-K,c8,1
Phoi Aescs BE-R c18-1,not_in_edsm,forward,1,0,Phoi Aescs BE-R,BE-R,c18,1
Phoi Aescs BE-T c3-1,not_in_edsm,forward,1,0,Phoi Aescs BE-T,BE-T,c3,1
Phoi Aescs BE-T d3-2,not_in_edsm,forward,1,1,Phoi Aescs BE-T,BE-T,d3,2
Phoi Aescs BF-F c25-1,not_in_edsm,forward,1,0,Phoi Aescs BF-F,BF-F,c25,1
Phoi Aescs BF-G c24-2,not_in_edsm,forward,1,1,Phoi Aescs BF-G,BF-G,c24,2
Phoi Aescs BF-H d10-3,not_in_edsm,forward,1,2,Phoi Aescs BF-H,BF-H,d10,3
Phoi Aescs BF-O c20-1,not_in_edsm,forward,1,0,Phoi Aescs BF-O,BF-O,c20,1
Phoi Aescs BF-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs BF-P,BF-P,c19,1
Phoi Aescs BF-R c4-1,not_in_edsm,forward,1,0,Phoi Aescs BF-R,BF-R,c4,1
Phoi Aescs BF-R d4-2,not_in_edsm,forward,1,1,Phoi Aescs BF-R,BF-R,d4,2
Phoi Aescs BF-R e4-2,not_in_edsm,forward,1,1,Phoi Aescs BF-R,BF-R,e4,2
Phoi Aescs BF-T b58-1,not_in_edsm,forward,1,0,Phoi Aescs BF-T,BF-T,b58,1
Phoi Aescs BG-D c26-1,not_in_edsm,forward,1,0,Phoi Aescs BG-D,BG-D,c26,1
Phoi Aescs BG-E d12-2,not_in_edsm,forward,1,1,Phoi Aescs BG-E,BG-E,d12,2
Phoi Aescs BG-F d11-3,not_in_edsm,forward,1,2,Phoi Aescs BG-F,BG-F,d11,3
Phoi Aescs BG-N c20-1,not_in_edsm,forward,1,0,Phoi Aescs BG-N,BG-N,c20,1
Phoi Aescs BG-O d6-1,not_in_edsm,forward,1,0,Phoi Aescs BG-O,BG-O,d6,1
Phoi Aescs BG-X d1-1,not_in_edsm,forward,1,0,Phoi Aescs BG-X,BG-X,d1,1
Phoi Aescs BH-A c28-1,not_in_edsm,forward,1,0,Phoi Aescs BH-A,BH-A,c28,1
Phoi Aescs BH-B c27-1,not_in_edsm,forward,1,0,Phoi Aescs BH-B,BH-B,c27,1
Phoi Aescs BH-D d12-3,not_in_edsm,forward,1,2,Phoi Aescs BH-D,BH-D,d12,3
Phoi Aescs BI-A d14-1,not_in_edsm,forward,1,0,Phoi Aescs BI-A,BI-A,d14,1
Phoi Aescs BI-D c12-1,not_in_edsm,forward,1,0,Phoi Aescs BI-D,BI-D,c12,1
Phoi Aescs BI-Y c28-1,not_in_edsm,forward,1,0,Phoi Aescs BI-Y,BI-Y,c28,1
Phoi Aescs BI-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs BI-Z,BI-Z,c27,1
Phoi Aescs BJ-B c13-1,not_in_edsm,forward,1,0,Phoi Aescs BJ-B,BJ-B,c13,1
Phoi Aescs BJ-G c24-1,not_in_edsm,forward,1,0,Phoi Aescs BJ-G,BJ-G,c24,1
Phoi Aescs BJ-R c18-1,not_in_edsm,forward,1,0,Phoi Aescs BJ-R,BJ-R,c18,1
Phoi Aescs BJ-T d3-2,not_in_edsm,forward,1,1,Phoi Aescs BJ-T,BJ-T,d3,2
Phoi Aescs BJ-X c28-1,not_in_edsm,forward,1,0,Phoi Aescs BJ-X,BJ-X,c28,1
Phoi Aescs BK-G c24-1,not_in_edsm,forward,1,0,Phoi Aescs BK-G,BK-G,c24,1
Phoi Aescs BK-I d9-6,not_in_edsm,forward,1,5,Phoi Aescs BK-I,BK-I,d9,6
Phoi Aescs BK-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs BK-P,BK-P,c19,1
Phoi Aescs BK-R c4-1,not_in_edsm,forward,1,0,Phoi Aescs BK-R,BK-R,c4,1
Phoi Aescs BK-R d4-2,not_in_edsm,forward,1,1,Phoi Aescs BK-R,BK-R,d4,2
Phoi Aescs BL-C c27-1,not_in_edsm,forward,1,0,Phoi Aescs BL-C,BL-C,c27,1
Phoi Aescs BL-D c26-1,not_in_edsm,forward,1,0,Phoi Aescs BL-D,BL-D,c26,1
Phoi Aescs BL-E c25-1,not_in_edsm,forward,1,0,Phoi Aescs BL-E,BL-E,c25,1
Phoi Aescs BL-E d12-1,not_in_edsm,forward,1,0,Phoi Aescs BL-E,BL-E,d12,1
Phoi Aescs BL-F d11-2,not_in_edsm,forward,1,1,Phoi Aescs BL-F,BL-F,d11,2
Phoi Aescs BL-N c20-1,not_in_edsm,forward,1,0,Phoi Aescs BL-N,BL-N,c20,1
Phoi Aescs BL-O d6-1,not_in_edsm,forward,1,0,Phoi Aescs BL-O,BL-O,d6,1
Phoi Aescs BL-P c5-1,not_in_edsm,forward,1,0,Phoi Aescs BL-P,BL-P,c5,1
Phoi Aescs BL-P d5-3,not_in_edsm,forward,1,2,Phoi Aescs BL-P,BL-P,d5,3
Phoi Aescs BL-P e5-1,not_in_edsm,forward,1,0,Phoi Aescs BL-P,BL-P,e5,1
Phoi Aescs BM-A c28-1,not_in_edsm,forward,1,0,Phoi Aescs BM-A,BM-A,c28,1
Phoi Aescs BM-B c27-1,not_in_edsm,forward,1,0,Phoi Aescs BM-B,BM-B,c27,1
Phoi Aescs BM-D d12-3,not_in_edsm,forward,1,2,Phoi Aescs BM-D,BM-D,d12,3
Phoi Aescs BM-L c21-1,not_in_edsm,forward,1,0,Phoi Aescs BM-L,BM-L,c21,1
Phoi Aescs BM-M d7-1,not_in_edsm,forward,1,0,Phoi Aescs BM-M,BM-M,d7,1
Phoi Aescs BM-P c5-1,not_in_edsm,forward,1,0,Phoi Aescs BM-P,BM-P,c5,1
Phoi Aescs BN-A d14-1,not_in_edsm,forward,1,0,Phoi Aescs BN-A,BN-A,d14,1
Phoi Aescs BN-D c12-1,not_in_edsm,forward,1,0,Phoi Aescs BN-D,BN-D,c12,1
Phoi Aescs BN-S c17-1,not_in_edsm,forward,1,0,Phoi Aescs BN-S,BN-S,c17,1
Phoi Aescs BN-W c1-1,not_in_edsm,forward,1,0,Phoi Aescs BN-W,BN-W,c1,1
Phoi Aescs BN-Y c28-1,not_in_edsm,forward,1,0,Phoi Aescs BN-Y,BN-Y,c28,1
Phoi Aescs BN-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs BN-Z,BN-Z,c27,1
Phoi Aescs BO-S c17-1,not_in_edsm,forward,1,0,Phoi Aescs BO-S,BO-S,c17,1
Phoi Aescs BO-X c28-1,not_in_edsm,forward,1,0,Phoi Aescs BO-X,BO-X,c28,1
Phoi Aescs BP-D b53-1,not_in_edsm,forward,1,0,Phoi Aescs BP-D,BP-D,b53,1
Phoi Aescs BP-G c24-2,not_in_edsm,forward,1,1,Phoi Aescs BP-G,BP-G,c24,2
Phoi Aescs BP-I d9-5,not_in_edsm,forward,1,4,Phoi Aescs BP-I,BP-I,d9,5
Phoi Aescs BP-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs BP-P,BP-P,c19,1
Phoi Aescs BP-R d4-2,not_in_edsm,forward,1,1,Phoi Aescs BP-R,BP-R,d4,2
Phoi Aescs BQ-D c26-1,not_in_edsm,forward,1,0,Phoi Aescs BQ-D,BQ-D,c26,1
Phoi Aescs BQ-E c25-1,not_in_edsm,forward,1,0,Phoi Aescs BQ-E,BQ-E,c25,1
Phoi Aescs BQ-F d11-1,not_in_edsm,forward,1,0,Phoi Aescs BQ-F,BQ-F,d11,1
Phoi Aescs BQ-G d10-5,not_in_edsm,forward,1,4,Phoi Aescs BQ-G,BQ-G,d10,5
Phoi Aescs BQ-N c20-1,not_in_edsm,forward,1,0,Phoi Aescs BQ-N,BQ-N,c20,1
Phoi Aescs BQ-P c5-1,not_in_edsm,forward,1,0,Phoi Aescs BQ-P,BQ-P,c5,1
Phoi Aescs BQ-P d5-1,not_in_edsm,forward,1,0,Phoi Aescs BQ-P,BQ-P,d5,1
Phoi Aescs BQ-P e5-1,not_in_edsm,forward,1,0,Phoi Aescs BQ-P,BQ-P,e5,1
Phoi Aescs BR-A c28-1,not_in_edsm,forward,1,0,Phoi Aescs BR-A,BR-A,c28,1
Phoi Aescs BR-B c27-1,not_in_edsm,forward,1,0,Phoi Aescs BR-B,BR-B,c27,1
Phoi Aescs BR-C c26-2,not_in_edsm,forward,1,1,Phoi Aescs BR-C,BR-C,c26,2
Phoi Aescs BR-C d13-1,not_in_edsm,forward,1,0,Phoi Aescs BR-C,BR-C,d13,1
Phoi Aescs BR-D d12-2,not_in_edsm,forward,1,1,Phoi Aescs BR-D,BR-D,d12,2
Phoi Aescs BR-M d7-1,not_in_edsm,forward,1,0,Phoi Aescs BR-M,BR-M,d7,1
Phoi Aescs BR-P c5-1,not_in_edsm,forward,1,0,Phoi Aescs BR-P,BR-P,c5,1
Phoi Aescs BS-A d14-1,not_in_edsm,forward,1,0,Phoi Aescs BS-A,BS-A,d14,1
Phoi Aescs BS-B d13-2,not_in_edsm,forward,1,1,Phoi Aescs BS-B,BS-B,d13,2
Phoi Aescs BS-J c22-1,not_in_edsm,forward,1,0,Phoi Aescs BS-J,BS-J,c22,1
Phoi Aescs BS-N c6-1,not_in_edsm,forward,1,0,Phoi Aescs BS-N,BS-N,c6,1
Phoi Aescs BS-Z c27-1,not_in_edsm,forward,1,0,Phoi Aescs BS-Z,BS-Z,c27,1
Phoi Aescs BT-S c17-1,not_in_edsm,forward,1,0,Phoi Aescs BT-S,BT-S,c17,1
Phoi Aescs BT-U c2-1,not_in_edsm,forward,1,0,Phoi Aescs BT-U,BT-U,c2,1
Phoi Aescs BT-U d2-4,not_in_edsm,forward,1,3,Phoi Aescs BT-U,BT-U,d2,4
Phoi Aescs BT-X c28-1,not_in_edsm,forward,1,0,Phoi Aescs BT-X,BT-X,c28,1
Phoi Aescs BU-D b53-1,not_in_edsm,forward,1,0,Phoi Aescs BU-D,BU-D,b53,1
Phoi Aescs BU-P c19-1,not_in_edsm,forward,1,0,Phoi Aescs BU-P,BU-P,c19,1
Phoi Aescs BU-Q c18-1,not_in_edsm,forward,1,0,Phoi Aescs BU-Q,BU-Q,c18,1
Phoi Aescs BU-R d4-1,not_in_edsm,forward,1,0,Phoi Aescs BU-R,BU-R,d4,1
Phoi Aescs BV-D c26-1,not_in_edsm,forward,1,0,Phoi Aescs BV-D,BV-D,c26,1
