system_name,edsm_status,direction,steps_from_edge,spansh_edge_number,family,subsector,mass_prefix,number
Phrio Hypa DC-J d10-0,not_in_edsm,backward,1,1,Phrio Hypa DC-J,DC-J,d10,0
Phrio Hypa DJ-I c26-0,not_in_edsm,backward,1,1,Phrio Hypa DJ-I,DJ-I,c26,0
Phrio Hypa DW-K d9-0,not_in_edsm,backward,1,1,Phrio Hypa DW-K,DW-K,d9,0
Phrio Hypa DX-I d10-0,not_in_edsm,backward,1,1,Phrio Hypa DX-I,DX-I,d10,0
Phrio Hypa DZ-D d13-0,not_in_edsm,backward,1,1,Phrio Hypa DZ-D,DZ-D,d13,0
Phrio Hypa EC-J d10-0,not_in_edsm,backward,1,1,Phrio Hypa EC-J,EC-J,d10,0
Phrio Hypa EI-H d11-0,not_in_edsm,backward,1,1,Phrio Hypa EI-H,EI-H,d11,0
Phrio Hypa EL-V d3-0,not_in_edsm,backward,1,1,Phrio Hypa EL-V,EL-V,d3,0
Phrio Hypa EN-H d11-0,not_in_edsm,backward,1,1,Phrio Hypa EN-H,EN-H,d11,0
Phrio Hypa ES-A d1-0,not_in_edsm,backward,1,1,Phrio Hypa ES-A,ES-A,d1,0
Phrio Hypa EX-A d1-0,not_in_edsm,backward,1,1,Phrio Hypa EX-A,EX-A,d1,0
Phrio Hypa FC-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa FC-B,FC-B,d14,0
Phrio Hypa FC-J d10-0,not_in_edsm,backward,1,1,Phrio Hypa FC-J,FC-J,d10,0
Phrio Hypa FE-I c26-0,not_in_edsm,backward,1,1,Phrio Hypa FE-I,FE-I,c26,0
Phrio Hypa FI-H d11-0,not_in_edsm,backward,1,1,Phrio Hypa FI-H,FI-H,d11,0
Phrio Hypa FJ-I c26-0,not_in_edsm,backward,1,1,Phrio Hypa FJ-I,FJ-I,c26,0
Phrio Hypa FR-K d9-0,not_in_edsm,backward,1,1,Phrio Hypa FR-K,FR-K,d9,0
Phrio Hypa FT-J c25-0,not_in_edsm,backward,1,1,Phrio Hypa FT-J,FT-J,c25,0
Phrio Hypa GD-Z d1-0,not_in_edsm,backward,1,1,Phrio Hypa GD-Z,GD-Z,d1,0
Phrio Hypa GO-F d12-0,not_in_edsm,backward,1,1,Phrio Hypa GO-F,GO-F,d12,0
Phrio Hypa GW-T d4-1,not_in_edsm,backward,1,2,Phrio Hypa GW-T,GW-T,d4,1
Phrio Hypa GW-T d4-0,not_in_edsm,backward,2,2,Phrio Hypa GW-T,GW-T,d4,0
Phrio Hypa GX-A d1-0,not_in_edsm,backward,1,1,Phrio Hypa GX-A,GX-A,d1,0
Phrio Hypa HC-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa HC-B,HC-B,d14,0
Phrio Hypa HC-J d10-0,not_in_edsm,backward,1,1,Phrio Hypa HC-J,HC-J,d10,0
Phrio Hypa HC-S d5-0,not_in_edsm,backward,1,1,Phrio Hypa HC-S,HC-S,d5,0
Phrio Hypa HI-H d11-1,not_in_edsm,backward,1,2,Phrio Hypa HI-H,HI-H,d11,1
Phrio Hypa HI-H d11-0,not_in_edsm,backward,2,2,Phrio Hypa HI-H,HI-H,d11,0
Phrio Hypa HM-K d9-0,not_in_edsm,backward,1,1,Phrio Hypa HM-K,HM-K,d9,0
Phrio Hypa IP-D d13-0,not_in_edsm,backward,1,1,Phrio Hypa IP-D,IP-D,d13,0
Phrio Hypa IR-T d4-0,not_in_edsm,backward,1,1,Phrio Hypa IR-T,IR-T,d4,0
Phrio Hypa IS-A d1-0,not_in_edsm,backward,1,1,Phrio Hypa IS-A,IS-A,d1,0
Phrio Hypa IX-I d10-0,not_in_edsm,backward,1,1,Phrio Hypa IX-I,IX-I,d10,0
Phrio Hypa JF-C d14-1,not_in_edsm,backward,1,2,Phrio Hypa JF-C,JF-C,d14,1
Phrio Hypa JF-C d14-0,not_in_edsm,backward,2,2,Phrio Hypa JF-C,JF-C,d14,0
Phrio Hypa KD-H d11-0,not_in_edsm,backward,1,1,Phrio Hypa KD-H,KD-H,d11,0
Phrio Hypa KD-Q d6-0,not_in_edsm,backward,1,1,Phrio Hypa KD-Q,KD-Q,d6,0
Phrio Hypa KO-F d12-0,not_in_edsm,backward,1,1,Phrio Hypa KO-F,KO-F,d12,0
Phrio Hypa KP-M d8-0,not_in_edsm,backward,1,1,Phrio Hypa KP-M,KP-M,d8,0
Phrio Hypa KS-A d1-0,not_in_edsm,backward,1,1,Phrio Hypa KS-A,KS-A,d1,0
Phrio Hypa LA-C d14-1,not_in_edsm,backward,1,2,Phrio Hypa LA-C,LA-C,d14,1
Phrio Hypa LA-C d14-0,not_in_edsm,backward,2,2,Phrio Hypa LA-C,LA-C,d14,0
Phrio Hypa LI-H d11-1,not_in_edsm,backward,1,2,Phrio Hypa LI-H,LI-H,d11,1
Phrio Hypa LI-H d11-0,not_in_edsm,backward,2,2,Phrio Hypa LI-H,LI-H,d11,0
Phrio Hypa LO-F d12-1,not_in_edsm,backward,1,2,Phrio Hypa LO-F,LO-F,d12,1
Phrio Hypa LO-F d12-0,not_in_edsm,backward,2,2,Phrio Hypa LO-F,LO-F,d12,0
Phrio Hypa LX-R d5-0,not_in_edsm,backward,1,1,Phrio Hypa LX-R,LX-R,d5,0
Phrio Hypa LY-G d11-0,not_in_edsm,backward,1,1,Phrio Hypa LY-G,LY-G,d11,0
Phrio Hypa MJ-F d12-0,not_in_edsm,backward,1,1,Phrio Hypa MJ-F,MJ-F,d12,0
Phrio Hypa MO-F d12-0,not_in_edsm,backward,1,1,Phrio Hypa MO-F,MO-F,d12,0
Phrio Hypa MP-D d13-1,not_in_edsm,backward,1,2,Phrio Hypa MP-D,MP-D,d13,1
Phrio Hypa MP-D d13-0,not_in_edsm,backward,2,2,Phrio Hypa MP-D,MP-D,d13,0
Phrio Hypa MY-G d11-0,not_in_edsm,backward,1,1,Phrio Hypa MY-G,MY-G,d11,0
Phrio Hypa NA-C d14-1,not_in_edsm,backward,1,2,Phrio Hypa NA-C,NA-C,d14,1
Phrio Hypa NA-C d14-0,not_in_edsm,backward,2,2,Phrio Hypa NA-C,NA-C,d14,0
Phrio Hypa ND-Q d6-0,not_in_edsm,backward,1,1,Phrio Hypa ND-Q,ND-Q,d6,0
Phrio Hypa NO-F d12-1,not_in_edsm,backward,1,2,Phrio Hypa NO-F,NO-F,d12,1
Phrio Hypa NO-F d12-0,not_in_edsm,backward,2,2,Phrio Hypa NO-F,NO-F,d12,0
Phrio Hypa NX-R d5-1,not_in_edsm,backward,1,2,Phrio Hypa NX-R,NX-R,d5,1
Phrio Hypa NX-R d5-0,not_in_edsm,backward,2,2,Phrio Hypa NX-R,NX-R,d5,0
Phrio Hypa OD-Q d6-0,not_in_edsm,backward,1,1,Phrio Hypa OD-Q,OD-Q,d6,0
Phrio Hypa OE-X d2-0,not_in_edsm,backward,1,1,Phrio Hypa OE-X,OE-X,d2,0
Phrio Hypa OO-O d7-0,not_in_edsm,backward,1,1,Phrio Hypa OO-O,OO-O,d7,0
Phrio Hypa OV-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa OV-B,OV-B,d14,0
Phrio Hypa OW-C c29-0,not_in_edsm,backward,1,1,Phrio Hypa OW-C,OW-C,c29,0
Phrio Hypa PO-F d12-4,not_in_edsm,backward,1,5,Phrio Hypa PO-F,PO-F,d12,4
Phrio Hypa PO-F d12-3,not_in_edsm,backward,2,5,Phrio Hypa PO-F,PO-F,d12,3
Phrio Hypa PO-F d12-2,not_in_edsm,backward,3,5,Phrio Hypa PO-F,PO-F,d12,2
Phrio Hypa PO-F d12-1,not_in_edsm,backward,4,5,Phrio Hypa PO-F,PO-F,d12,1
Phrio Hypa PO-F d12-0,not_in_edsm,backward,5,5,Phrio Hypa PO-F,PO-F,d12,0
Phrio Hypa PV-K d9-0,not_in_edsm,backward,1,1,Phrio Hypa PV-K,PV-K,d9,0
Phrio Hypa PX-A d1-0,not_in_edsm,backward,1,1,Phrio Hypa PX-A,PX-A,d1,0
Phrio Hypa QK-D d13-0,not_in_edsm,backward,1,1,Phrio Hypa QK-D,QK-D,d13,0
Phrio Hypa QW-C c29-0,not_in_edsm,backward,1,1,Phrio Hypa QW-C,QW-C,c29,0
Phrio Hypa RD-Q d6-0,not_in_edsm,backward,1,1,Phrio Hypa RD-Q,RD-Q,d6,0
Phrio Hypa RJ-F d12-0,not_in_edsm,backward,1,1,Phrio Hypa RJ-F,RJ-F,d12,0
Phrio Hypa RQ-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa RQ-B,RQ-B,d14,0
Phrio Hypa RU-D d13-0,not_in_edsm,backward,1,1,Phrio Hypa RU-D,RU-D,d13,0
Phrio Hypa SA-C d14-1,not_in_edsm,backward,1,2,Phrio Hypa SA-C,SA-C,d14,1
Phrio Hypa SA-C d14-0,not_in_edsm,backward,2,2,Phrio Hypa SA-C,SA-C,d14,0
Phrio Hypa SP-D d13-0,not_in_edsm,backward,1,1,Phrio Hypa SP-D,SP-D,d13,0
Phrio Hypa SP-V d3-0,not_in_edsm,backward,1,1,Phrio Hypa SP-V,SP-V,d3,0
Phrio Hypa TF-C d14-0,not_in_edsm,backward,1,1,Phrio Hypa TF-C,TF-C,d14,0
Phrio Hypa TR-C c29-0,not_in_edsm,backward,1,1,Phrio Hypa TR-C,TR-C,c29,0
Phrio Hypa TU-D d13-0,not_in_edsm,backward,1,1,Phrio Hypa TU-D,TU-D,d13,0
Phrio Hypa TW-C c29-0,not_in_edsm,backward,1,1,Phrio Hypa TW-C,TW-C,c29,0
Phrio Hypa UA-L d9-0,not_in_edsm,backward,1,1,Phrio Hypa UA-L,UA-L,d9,0
Phrio Hypa UK-D d13-1,not_in_edsm,backward,1,2,Phrio Hypa UK-D,UK-D,d13,1
Phrio Hypa UK-D d13-0,not_in_edsm,backward,2,2,Phrio Hypa UK-D,UK-D,d13,0
Phrio Hypa UR-C c29-0,not_in_edsm,backward,1,1,Phrio Hypa UR-C,UR-C,c29,0
Phrio Hypa VA-C d14-0,not_in_edsm,backward,1,1,Phrio Hypa VA-C,VA-C,d14,0
Phrio Hypa VL-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa VL-B,VL-B,d14,0
Phrio Hypa VP-D d13-0,not_in_edsm,backward,1,1,Phrio Hypa VP-D,VP-D,d13,0
Phrio Hypa VQ-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa VQ-B,VQ-B,d14,0
Phrio Hypa VU-M d8-0,not_in_edsm,backward,1,1,Phrio Hypa VU-M,VU-M,d8,0
Phrio Hypa VZ-E d12-1,not_in_edsm,backward,1,2,Phrio Hypa VZ-E,VZ-E,d12,1
Phrio Hypa VZ-E d12-0,not_in_edsm,backward,2,2,Phrio Hypa VZ-E,VZ-E,d12,0
Phrio Hypa WC-K c25-0,not_in_edsm,backward,1,1,Phrio Hypa WC-K,WC-K,c25,0
Phrio Hypa WE-O d7-0,not_in_edsm,backward,1,1,Phrio Hypa WE-O,WE-O,d7,0
Phrio Hypa WK-V d3-0,not_in_edsm,backward,1,1,Phrio Hypa WK-V,WK-V,d3,0
Phrio Hypa WP-M d8-1,not_in_edsm,backward,1,2,Phrio Hypa WP-M,WP-M,d8,1
Phrio Hypa WP-M d8-0,not_in_edsm,backward,2,2,Phrio Hypa WP-M,WP-M,d8,0
Phrio Hypa WY-Y d1-0,not_in_edsm,backward,1,1,Phrio Hypa WY-Y,WY-Y,d1,0
Phrio Hypa XE-O d7-0,not_in_edsm,backward,1,1,Phrio Hypa XE-O,XE-O,d7,0
Phrio Hypa XK-D d13-2,not_in_edsm,backward,1,3,Phrio Hypa XK-D,XK-D,d13,2
Phrio Hypa XK-D d13-1,not_in_edsm,backward,2,3,Phrio Hypa XK-D,XK-D,d13,1
Phrio Hypa XK-D d13-0,not_in_edsm,backward,3,3,Phrio Hypa XK-D,XK-D,d13,0
Phrio Hypa XP-M d8-0,not_in_edsm,backward,1,1,Phrio Hypa XP-M,XP-M,d8,0
Phrio Hypa XQ-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa XQ-B,XQ-B,d14,0
Phrio Hypa XR-L c24-0,not_in_edsm,backward,1,1,Phrio Hypa XR-L,XR-L,c24,0
Phrio Hypa XV-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa XV-B,XV-B,d14,0
Phrio Hypa YM-H d11-0,not_in_edsm,backward,1,1,Phrio Hypa YM-H,YM-H,d11,0
Phrio Hypa YS-F d12-0,not_in_edsm,backward,1,1,Phrio Hypa YS-F,YS-F,d12,0
Phrio Hypa YV-T d4-0,not_in_edsm,backward,1,1,Phrio Hypa YV-T,YV-T,d4,0
Phrio Hypa ZB-S d5-0,not_in_edsm,backward,1,1,Phrio Hypa ZB-S,ZB-S,d5,0
Phrio Hypa ZC-K c25-0,not_in_edsm,backward,1,1,Phrio Hypa ZC-K,ZC-K,c25,0
Phrio Hypa ZL-B d14-0,not_in_edsm,backward,1,1,Phrio Hypa ZL-B,ZL-B,d14,0
Phrio Hypa ZV-B d14-2,not_in_edsm,backward,1,3,Phrio Hypa ZV-B,ZV-B,d14,2
Phrio Hypa ZV-B d14-1,not_in_edsm,backward,2,3,Phrio Hypa ZV-B,ZV-B,d14,1
Phrio Hypa ZV-B d14-0,not_in_edsm,backward,3,3,Phrio Hypa ZV-B,ZV-B,d14,0
